id,candidate,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,name,retweet_count,text,user_timezone,,,,,,,,,,,,,,tweet_created
1056,No candidate mentioned,yes,0.6363,Negative,0.6363,None of the above,Mhmod_Alshmre,0,"At the second break, @Newsweek's #GOPDebate bingo has just six empty spaces left http://t.co/8KiDHDJrVi",�������������� �������������� ���������������� ,Riyadh,,,,,,,,,,,,,8/27/2021 9:147
1057,Donald Trump,yes,1,Negative,0.6552,None of the above,HannibalBieker,0,Overall I'm disappointed by the #GOPDebate Trump was entertaining Carson killed it but spoke the least. Im not impressed with most answers.,Mt. Olympus with the Gods ,,,,,,,,,,,,,,8/27/2021 9:148
1058,No candidate mentioned,yes,1,Negative,1,None of the above,BrenSan79,2,RT @62Valdovinos: @POTUS just watched the #GOPDebate  He got a good laugh. #UniteBlue #LibCrib #TYT #tcot #topprog #p2 #TNTweeters http://t๏ฟฝ,New York,America/Detroit,,,,,,,,,,,,,8/27/2021 9:149
1059,No candidate mentioned,yes,1,Neutral,1,None of the above,kellscaldwell,0,"@SD3_Design sorry about improv last night, had to watch the #GOPDebate",,Central Time (US & Canada),,,,,,,,,,,,,8/27/2021 9:150
1060,No candidate mentioned,yes,1,Negative,0.6594,Women's Issues (not abortion though),bad_salad,261,RT @lizzwinstead: WE SHOULD BE ABLE TO CALL WOMEN PIGS AND WHORES MORE. WE HAVE TO TAKE AMERICA BACK! #GOPDebate,,Quito,,,,,,,,,,,,,8/27/2021 9:151
1061,Ted Cruz,yes,1,Positive,1,None of the above,OmglolU,19,"RT @Gabby_Hoffman: Best @tedcruz line re #GOPDebate: ""I will fight to defend liberty because my family knows what it's like to lose it"" htt๏ฟฝ","Finland, Europe",Helsinki,,,,,,,,,,,,,8/27/2021 9:152
1062,Scott Walker,yes,1,Positive,0.6782,None of the above,Freedom4Dummies,2,RT @DeborahPeasley: Multiple shots of Scott Walker nodding behind Ben Carson was one of the best parts of #GOPDebate. The real strength of ๏ฟฝ,,,,,,,,,,,,,,,8/27/2021 9:153
1063,No candidate mentioned,yes,1,Positive,1,FOX News or Moderators,msbrendagarcia,0,"@megynkelly, I thought you did a fabulous job at the #GOPDebate debate.  (and I'm a Democrat).","Los Angeles, CA",Pacific Time (US & Canada),,,,,,,,,,,,,8/27/2021 9:154
1064,No candidate mentioned,yes,1,Neutral,0.6774,None of the above,KCBoyd3,1,RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @KCBoyd3  @ArlissBunny @Shopaholic_918 @RepEsty  @Elizabeth_Esty @Nicol๏ฟฝ,,Atlantic Time (Canada),,,,,,,,,,,,,8/27/2021 9:155
1065,No candidate mentioned,yes,1,Negative,1,None of the above,zolly_b,167,"RT @BillyCorben: Fortunately the 'Straight Outta Compton' commercial spent more time on ""the civil rights issue of our time"" than the #GOPD๏ฟฝ",,Eastern Time (US & Canada),,,,,,,,,,,,,8/27/2021 9:156
1066,No candidate mentioned,yes,0.6556,Neutral,0.6556,None of the above,LVNancy,1,"RT @pjamesjp1: http://t.co/ys2n1uflHT
#GOPDebate wrapup. @tgradous @marylene58 @LLMajer @larryvance47 
@JVER1 @LVNancy @qnoftherealm @usvet๏ฟฝ",��� #WeAreN ���,Pacific Time (US & Canada),,,,,,,,,,,,,8/27/2021 9:157
1067,Ted Cruz,yes,1,Positive,1,None of the above,EscapeVelo,5,"RT @Tombx7M: Cruz had a great night.
#hannity #GOPDebate",Twitter,,,,,,,,,,,,,,8/27/2021 9:158
1068,Donald Trump,yes,0.6739,Negative,0.6739,Jobs and Economy,NegaTheist,0,"Trump has 5 companies that went bankrupt, and he wants to fix the U.S. Debt? 
#GOPDebate",,,,,,,,,,,,,,,12-10-2021 09:54
1069,No candidate mentioned,yes,0.6667,Neutral,0.3333,Women's Issues (not abortion though),SNIPER1776,0,"@AC360 @donnabrazile Hope you 2 are next in like to mess with the Bull, bring it bc you will get the horns next #rathofAmerica #GOPDebate",#gunrights #legalimmigration,Alaska,,,,,,,,,,,,,13-10-2021 09:54
1070,No candidate mentioned,yes,1,Negative,1,FOX News or Moderators,Andersonista,0,"""#Fox News doesn't work for the #Republican party. The Republican party works for Fox News."" --David Frum #GOPDebate",Portland OR,Pacific Time (US & Canada),,,,,,,,,,,,,14-10-2021 09:54
1071,No candidate mentioned,yes,0.6782,Negative,0.6782,Foreign Policy,n0vadust,13,RT @OGOPer: This NYer will work hard to replace @SenSchumer Chuck Schumer to vote against Iran nuclear deal http://t.co/264dWH6bBi #IranDea๏ฟฝ,MontcoPA,Eastern Time (US & Canada),,,,,,,,,,,,,15-10-2021 09:54
1072,No candidate mentioned,yes,1,Negative,0.6588,None of the above,ayejgood,26,RT @gillistrill: My mom &amp; I submitted this question for the #GOPDebate and sadly we got no answer :( https://t.co/s7IyySmDFV,,Central Time (US & Canada),,,,,,,,,,,,,16-10-2021 09:54
1073,No candidate mentioned,yes,1,Negative,1,None of the above,DykstraDame,6,Candidates went after @HillaryClinton 32 times in the #GOPdebate-but remained silent about the issues that affect us. http://t.co/GwYirupOyo,NY,,,,,,,,,,,,,,17-10-2021 09:54
1074,No candidate mentioned,yes,1,Negative,1,None of the above,Catlady628,1,RT @laprofe63: #WishfulThinking! #GOPDebate showed quite plainly how NOT prepared any of those men (+1 woman) are 2 lead nation. https://t.๏ฟฝ,"Atlanta, GA",Atlantic Time (Canada),,,,,,,,,,,,,18-10-2021 09:54
1075,No candidate mentioned,yes,1,Neutral,1,None of the above,RussOnPolitics,0,My takeaway from the #GOPDebate: No clear winner. No clear loser. This clarifies nothing and muddies everything. http://t.co/VWeL501biB,"New York, NY",Eastern Time (US & Canada),,,,,,,,,,,,,19-10-2021 09:54
1076,No candidate mentioned,yes,1,Negative,1,None of the above,SierraCarson,95,RT @sarahkendzior: Can't believe people are writing real articles about who won #GOPDebate. We *all* lost #GOPDebate.,Fayettechill/ 'Homa,Eastern Time (US & Canada),,,,,,,,,,,,,20-10-2021 09:54
1077,No candidate mentioned,yes,1,Negative,1,FOX News or Moderators,JosephinaRayer,3,"RT @JohnGGalt: Fox News keeps hammering, according to plan, how great Carly Fiorina was last night๏ฟฝ๏ฟฝ๏ฟฝbut I don't remember a word she said.",,,,,,,,,,,,,,,21-10-2021 09:54
1078,Ted Cruz,yes,1,Positive,0.3531,None of the above,Happy_Kampers,0,"Wouldn't this be refreshing?
@tedcruz @RealBenCarson #GOPDebate  #ThinkBeforeYouVote #Stand #WillNeverLie  https://t.co/Vgz4knFXK7","West Haven, CT",Eastern Time (US & Canada),,,,,,,,,,,,,22-10-2021 09:54
1079,Donald Trump,yes,1,Positive,0.7173,None of the above,Born2RunJosh,79,"RT @DanScavino: .@megynkelly,
Some results on how candidates did at #GOPDebate. #MakeAmericaGreatAgain #Trump2016 #KellyFailed http://t.co/๏ฟฝ",,,,,,,,,,,,,,,23-10-2021 09:54
1080,Rand Paul,yes,1,Neutral,0.6286,None of the above,LindaC528,49,"RT @fakedansavage: Paul to Trump: ""The Republican party has been fighting against single-payer for a decade."" Um... for 75 years, actually.๏ฟฝ",S.W. Chicago suburbs,Central Time (US & Canada),,,,,,,,,,,,,24-10-2021 09:54
1081,Mike Huckabee,yes,1,Negative,1,None of the above,t2gunner,304,"RT @KatiePavlich: ""The military is not a social experiment. Their job is to kill people and break things"" -Huckabee #GOPdebate",Texas #HillCountry,Central Time (US & Canada),,,,,,,,,,,,,25-10-2021 09:54
1082,No candidate mentioned,yes,0.6145,Negative,0.3133,None of the above,TheRoad2Success,0,"Relevant Song of the Day - THE BOXER,Simon Garfunkle i.e. 'candidates  debate' http://t.co/0UxvHaE4UX #gopdebate #politics ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ @WTCP",Coupon Country,,,,,,,,,,,,,,26-10-2021 09:54
1083,No candidate mentioned,yes,1,Neutral,0.6953,None of the above,Themgrid,1,RT @The3o5FlyGuy: Watching the #GOPDebate like... http://t.co/bguDpo0iKb,North Carolina,Eastern Time (US & Canada),,,,,,,,,,,,,27-10-2021 09:54
1084,No candidate mentioned,yes,0.6667,Neutral,0.3438,None of the above,SierraCarson,5,RT @Chelsea_Elle: My favorite part of the #GOPdebate was when when they danced with snakes and spoke in tongues.,Fayettechill/ 'Homa,Eastern Time (US & Canada),,,,,,,,,,,,,28-10-2021 09:54
1085,No candidate mentioned,yes,0.6774,Negative,0.6774,Religion,zach_stielper,8,RT @ExtremeLiberal: Is God going to be like the Co-president or something? #GOPDebate,"Lafayette, LA",Central Time (US & Canada),,,,,,,,,,,,,29-10-2021 09:54
1086,Ben Carson,yes,1,Neutral,0.6738,None of the above,aaronpswain,0,Early in this #GOPDebate @RealBenCarson looks uncomfortable and uneasy.,"Oklahoma City, OK",Eastern Time (US & Canada),,,,,,,,,,,,,30-10-2021 09:54
1087,No candidate mentioned,yes,1,Neutral,0.6702,None of the above,Devin_Hudson,0,I was hoping there would be some opinions regarding the #GOPDebate on Twitter today.,,,,,,,,,,,,,,,31-10-2021 09:54
1088,Donald Trump,yes,1,Positive,0.6484,None of the above,SarahCW2W,0,"Winners, losers, &amp; @realDonaldTrump. Here's my round-up of #GOPdebate-&gt;http://t.co/RNUNbPaWgp http://t.co/sfQIwda61G","Washington, DC",Eastern Time (US & Canada),,,,,,,,,,,,,01-11-2021 09:54
1089,Marco Rubio,yes,1,Positive,1,None of the above,craigcarroll,0,"#GOPDebate
Megyn Kelly:A+
Rubio:A
Fiorina:A
Christie:A-
Bush:B+
Perry:B+
Kasich:B
Walker:B
Cruz:C
Carson:C
Jindal:C
Paul:D-
Trump:F
Rest:๏ฟฝ๏","Mobile, Al",,,,,,,,,,,,,,02-11-2021 09:54
1090,Ted Cruz,yes,1,Positive,1,None of the above,standfree4ever,0,@JonahNRO @jimgeraghty When U look at #GOPDebate ask given 1/2 the time in 1on1 debate who would B most impressive? @tedcruz by far,,Central Time (US & Canada),,,,,,,,,,,,,03-11-2021 09:54
1091,No candidate mentioned,yes,1,Negative,1,None of the above,maureenjohnson,1,"I guess the lesson is: if you watch the #GOPDebate, be prepared to pay the price.",New York City,Eastern Time (US & Canada),,,,,,,,,,,,,04-11-2021 09:54
1092,Ted Cruz,yes,0.6517,Neutral,0.6517,Foreign Policy,yamilet219,1005,RT @tedcruz: What we need is a Commander-in-Chief that makes it clear if you join ISIS then you are signing your death warrant #GOPDebate #๏ฟฝ,,Eastern Time (US & Canada),,,,,,,,,,,,,05-11-2021 09:54
1093,No candidate mentioned,yes,1,Negative,1,Abortion,itsonlymepc,7,RT @emmaladyrose: Here's why it was so frustrating to watch the #GOPDebate as a woman http://t.co/xXcH8PXagF,,,,,,,,,,,,,,,06-11-2021 09:54
1094,Scott Walker,yes,1,Negative,0.6622,None of the above,eco_strategies,30,RT @ZwigZag: Can we ask Scott Walker why he's disenfranchising hundreds of thousands of people with voter ID laws? #GOPDebate #debatewithbe๏ฟฝ,Everywhere,Pacific Time (US & Canada),,,,,,,,,,,,,07-11-2021 09:54
1095,No candidate mentioned,yes,1,Negative,0.678,None of the above,catzzzzzpajamas,1,RT @TheAvgBlackMan: In GOP land the year is about 1955 #GOPDebate,,,,,,,,,,,,,,,08-11-2021 09:54
1096,Donald Trump,yes,1,Negative,1,None of the above,emextremic,1,RT @EthanEllis32: From 2001-2009 Donald Trump was a Democrat. We can only assume he was confused and thought Democrats still supported slav๏ฟฝ,chicago heights,Central Time (US & Canada),,,,,,,,,,,,,09-11-2021 09:54
1097,No candidate mentioned,yes,1,Negative,1,None of the above,SteveAdubato,0,Biggest issue in last night's #GOPDebate?  Lack of #leadership. Check out my comments here: http://t.co/ypQZM8y218 http://t.co/PRny71sHYc,New Jersey,Eastern Time (US & Canada),,,,,,,,,,,,,10-11-2021 09:54
1098,,yes,0.3444,Neutral,0.3444,,Sherrod_Small,1,RT @fackinpeter: .@Sherrod_Small Ben Carson just plugged #RaceWars at the #GOPDebate,Your mother's house,Eastern Time (US & Canada),,,,,,,,,,,,,11-11-2021 09:54
1099,No candidate mentioned,yes,0.6593,Negative,0.6593,None of the above,benNuwn,0,#llama2016 running away from the other GOP candidates after the #GOPDebate http://t.co/TIntR7P9po,,Central Time (US & Canada),,,,,,,,,,,,,12-11-2021 09:54
1100,Donald Trump,yes,0.6495,Negative,0.3402,None of the above,StalinSaurus,2,"RT @FreedomJames7: Trump Is A RINO.
#GOPDebate http://t.co/eW7bPOqD5B","Light and dark, form and void",,,,,,,,,,,,,,13-11-2021 09:54
1101,No candidate mentioned,yes,1,Negative,1,Racial issues,_BryceTea_,35,RT @GloriaMalone: Watching the #gopdebate you should check out #kkkorgop and http://t.co/9agQnL83s9. http://t.co/NDyqvlp8DY,,Eastern Time (US & Canada),,,,,,,,,,,,,14-11-2021 09:54
1102,No candidate mentioned,yes,1,Negative,0.6957,Racial issues,jaimeaellis,406,RT @rachael_firefly: #blacklivesmatter received only 30 seconds at the #GOPDebate . That speaks volumes.,Washington DC,,,,,,,,,,,,,,15-11-2021 09:54
1103,Scott Walker,yes,1,Negative,1,Abortion,KwanzaaKid,13,"RT @jennpozner: #GOPDebate Q ""Would you really let a mother die rather than have an abortion?"" Scott Walker, straight-faced: ""I'm pro-life.๏ฟฝ",,,,,,,,,,,,,,,16-11-2021 09:54
1104,Jeb Bush,yes,1,Positive,0.6705,None of the above,drtom03net,199,RT @4BillLewis: #SocialMedia and the #FoxNews #GOPDebate are the future. #jebbush #MarcoRubio #scottwalker #realbencarson #JohnKasich #Chri๏ฟฝ,Colorado,Mountain Time (US & Canada),,,,,,,,,,,,,17-11-2021 09:54
1105,No candidate mentioned,yes,1,Negative,1,None of the above,Momfullofhope,2,"Bingo #GOPDebate #KochBrothers 
#Puppets Wined and Dined last weekendas planned #Shameful 
#MakeAmericaGreatAgain  https://t.co/1S2uLTnxoe","Birmingham, AL",Central Time (US & Canada),,,,,,,,,,,,,18-11-2021 09:54
1106,No candidate mentioned,yes,1,Negative,1,FOX News or Moderators,manicsocratic,588,"RT @maureenjohnson: ""Let's imagine Obama ate a baby. It's not a question. Let's just imagine it."" #GOPDebate","Seattle, WA",Arizona,,,,,,,,,,,,,19-11-2021 09:54
1107,Donald Trump,yes,0.6458,Positive,0.6458,None of the above,stockwizards3,2,"Trump/Carson ticket would win in a landslide...
@realDonaldTrump @seanhannity @AnnCoulter #Republican #potus #Trump2016 #GOPDebate #trump",,,,,,,,,,,,,,,20-11-2021 09:54
1108,No candidate mentioned,yes,1,Neutral,1,None of the above,lastunicorn1993,53,RT @saladinahmed: Clear winner of last night's #GOPdebate. http://t.co/MdueysEDLR,,,,,,,,,,,,,,,1/19/2018 9:54
1109,Donald Trump,yes,1,Negative,1,None of the above,FreedomJames7,2,"Trump Is A RINO.
#GOPDebate http://t.co/eW7bPOqD5B",,,,,,,,,,,,,,,1/20/2018 9:54
1110,Rand Paul,yes,0.6667,Neutral,0.3333,None of the above,WBBIIISRA,0,I bet Rand Paul consults Todd Palin on the best place to service his snowmobile when he visits AK #GOPDebate,The gym...,Mountain Time (US & Canada),,,,,,,,,,,,,1/21/2018 9:54
1111,No candidate mentioned,yes,1,Negative,0.6639,None of the above,Chris_Manno,0,@Mr_Landshark Saint Genesius of Rome: Patron Saint of Comedians #GOPDebate http://t.co/0uPbQMymTs,Vitae:,Central Time (US & Canada),,,,,,,,,,,,,1/22/2018 9:54
1112,No candidate mentioned,yes,0.6667,Neutral,0.3667,None of the above,EF517_V2,1,"TV reality star has a 2 to 1 lead.
Gets asked tough, leader questions.
Wilts like a failed Apprentice.
Cries about mean girls.

#GOPDebate","��\_(���)_/��  WTF, NY",Eastern Time (US & Canada),,,,,,,,,,,,,1/23/2018 9:54
1113,No candidate mentioned,yes,1,Neutral,0.6517,None of the above,oliviaawells,126,RT @BONNIELYNN2015: #GOPDebate. My impression but i could be wrong http://t.co/uBw1sfgKzh,bliss,,,,,,,,,,,,,,1/24/2018 9:54
1114,No candidate mentioned,yes,1,Neutral,0.7093,None of the above,PatHensley14,3,RT @ryanbeckwith: Here are the most memorable lines from the undercard #GOPDebate http://t.co/imU4R5p9WI http://t.co/Vk5Uh7ETYk,"Dallas, Tx. ",,,,,,,,,,,,,,1/25/2018 9:54
1115,No candidate mentioned,yes,1,Negative,1,None of the above,JoshuaSwart2015,22,RT @tylercreighton: Weird. The GOP candidates didn't want to talk about the billionaires funding their campaigns. http://t.co/C4VDTHr3SD #G๏ฟฝ,,,,,,,,,,,,,,,1/26/2018 9:54
1116,Marco Rubio,yes,1,Negative,0.3596,None of the above,MaxCUA,0,"rubio is off the radar  

#gopdebate @NRO @AlexConant @marcorubio","washington, dc",Eastern Time (US & Canada),,,,,,,,,,,,,1/27/2018 9:54
1117,No candidate mentioned,yes,1,Neutral,0.3636,None of the above,NanaOxford,566,RT @peddoc63: She belongs in Top 10๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ๏ฟฝ@CarlyFiorina takes Hillary head on! #GOPDebate @steph93065 @MaydnUSA http://t.c,"Arkansas, USA",,,,,,,,,,,,,,1/28/2018 9:54
1118,No candidate mentioned,yes,1,Negative,0.6697,Women's Issues (not abortion though),Utahfirebrand,0,Regardless of who won the #GOPDebate it was clear that women's rights lost. #StandwithPP #prochoice  https://t.co/MCeMS58R9I,"Salt Lake City, UT",,,,,,,,,,,,,,1/29/2018 9:54
1119,Marco Rubio,yes,1,Negative,0.6629,Immigration,TheBaxterBean,10,REMINDER: Marco Rubio Abandoned #ImmigrationReform So He Could Run For President http://t.co/rIQRabv3al #GOPDebate http://t.co/ICXWvlJKY8,lux et veritas,Eastern Time (US & Canada),,,,,,,,,,,,,1/30/2018 9:54
1120,No candidate mentioned,yes,1,Neutral,0.6608,Immigration,mo2g,29,RT @JonFeere: We need an hour-long debate just on immigration. Give the questions to candidates ahead of time to prepare. It'd be informati๏ฟฝ,,Eastern Time (US & Canada),,,,,,,,,,,,,1/31/2018 9:54
1121,Ted Cruz,yes,0.6667,Positive,0.6667,None of the above,glennhduncan50,126,"RT @ChuckNellis: 2 names should be trending after #GOPDebate, #CarlyFiorina &amp; #TedCruz, the winners of round 1.",,,,,,,,,,,,,,,02-01-2018 09:54
1122,No candidate mentioned,yes,1,Negative,1,Women's Issues (not abortion though),AnxiousEngine,0,The winner of last night's debate was @HillaryClinton. And the loser was all women if any of those men end up in the Oval Office. #GOPDebate,,Eastern Time (US & Canada),,,,,,,,,,,,,02-02-2018 09:54
1123,No candidate mentioned,yes,1,Negative,0.6915,None of the above,detroitread,10,RT @ShanePaulNeil: Why are they handing Hillary the Dem nod? #earnthisdamnvoteorlose  #GOPDebate,Chicago,Central Time (US & Canada),,,,,,,,,,,,,02-03-2018 09:54
1124,No candidate mentioned,yes,1,Negative,1,FOX News or Moderators,el_deego,1,"Hey @FoxNews, why wasn't #DeflateGate a bigger talking point last night? Makes me think the whole debate was a sham. #GOPDebate #HailSatan",Guanaco/ATLien in NYC,Eastern Time (US & Canada),,,,,,,,,,,,,02-04-2018 09:54
1125,Donald Trump,yes,1,Positive,1,None of the above,DanScavino,157,#GOPDebate w/ @realDonaldTrump delivered the highest ratings in the history of presidential debates. #Trump2016 http://t.co/Sy3wNqwHTb,"Manhattan, NY",Eastern Time (US & Canada),,,,,,,,,,,,,02-05-2018 09:54
1126,No candidate mentioned,yes,1,Neutral,1,FOX News or Moderators,hjaussie,1,RT @MikeDrago: .@Mark Davis says @CarlyFiorina earned a promotion to the #GOPDebate main stage next time. http://t.co/tynvMJc7dn http://t.c๏ฟฝ,"Yanceyville,NC",,,,,,,,,,,,,,02-06-2018 09:54
1127,No candidate mentioned,yes,1,Negative,1,Abortion,Alli_Burton1,0,Here's why it was so frustrating to watch the #GOPDebate as a woman http://t.co/Gd6rVBHz4P via @HuffPostWomen,"Bellevue, WA",Arizona,,,,,,,,,,,,,02-07-2018 09:54
1128,No candidate mentioned,yes,1,Negative,0.6667,Abortion,_sMallard,1,RT @JeremyLHeath: I'm... is she saying she is regretting having the baby? That's kind of how this reads. #GOPDebate #tcot #prolife  https:/๏ฟฝ,Earth,Eastern Time (US & Canada),,,,,,,,,,,,,02-08-2018 09:54
1129,No candidate mentioned,yes,0.6364,Neutral,0.3295,None of the above,graffiti_zebra,382,"RT @Evelina: Tried to get into the #GOPDebate tonight, but then I realized that the Americas sideways look like a duck. http://t.co/tunvVNc๏ฟฝ",Earth,,,,,,,,,,,,,,02-09-2018 09:54
1130,No candidate mentioned,yes,1,Negative,0.6829,Religion,AfoofaAfia,116,RT @lsarsour: It's Islam not Izlam. Muslims not Mozlems. When will we get it right? #GOPDebate,,Pacific Time (US & Canada),,,,,,,,,,,,,02-10-2018 09:54
